0,1,2,3,4,5,6,7
-0.031403393,-0.019279849,0.09574608,-0.0018162844,0.08656674,0.05177951,0.1332898,0.08725898
0.087564535,0.050426263,-0.084691554,-0.11567523,-0.13839623,-0.062667936,-0.097618565,-0.22693022
-0.059528556,0.0382974,-0.12015657,-0.16529258,-0.14617166,-0.04656137,-0.16362475,-0.09581565
0.081809945,0.11037762,-0.16327582,-0.1353117,-0.035144106,-0.027858831,-0.078742,-0.14613701
-0.0051819445,0.033482756,-0.0100745205,-0.09595454,0.083252825,-0.023138681,-0.085941575,0.022578174
0.06843038,0.12897885,-0.08426864,0.051038016,-0.121280186,-0.056026984,-0.088628426,-0.05985263
-0.28806067,-0.5283458,0.25373304,0.35560882,0.4308177,0.41461885,0.53766394,0.4547139
0.28640273,0.13364974,-0.094004124,-0.22589391,-0.14409466,-0.28510404,-0.0979141,-0.17264992
-0.24452841,-0.23504162,0.17454877,0.12923767,0.13241068,0.24919364,0.21202816,0.15542512
-0.0013475051,0.029918734,0.030365868,0.148726,0.076540805,0.05514927,-0.0019227915,0.033502292
-0.008457353,0.04609354,0.10536139,0.043073073,-0.012146236,0.18162039,0.07289139,-0.005722558
0.14868844,0.23373479,-0.035596527,-0.19725129,-0.10396975,-0.23233448,-0.03803649,-0.110154726
0.1663034,0.11304425,-0.13363497,-0.1502195,-0.11371656,-0.16877484,-0.19961649,-0.045845527
0.02185883,0.23073131,-0.22877398,-0.029070383,-0.08905089,-0.06452503,-0.11665404,-0.08321527
0.074017316,0.09260077,-0.027798107,-0.079007,-0.050072666,-0.029348496,-0.1003264,-0.1266204
0.14269418,0.14163473,-0.20005837,-0.229577,-0.24489354,-0.2530117,-0.36398143,-0.2938177
0.16716915,0.1985587,-0.18508147,-0.2081496,-0.16689353,-0.13684645,-0.06498101,-0.06479221
-0.31718788,-0.45456457,0.29177204,0.31781936,0.5068853,0.32002187,0.22815493,0.3515921
0.054606687,0.026022643,-0.037525676,-0.115142256,-0.06447098,-0.053693857,-0.05126374,-0.027506499
0.37345168,0.29192874,0.05550194,-0.25769195,0.06947409,0.005266726,-0.02706003,-0.33168995
0.07352281,0.06577811,-0.05731235,-0.069590226,0.100159764,-0.00977277,0.017689649,-0.010452857
0.1008271,0.18048488,-0.12701337,-0.117235124,-0.14936507,-0.055204898,-0.11868857,-0.17534444
0.04612732,-0.02344929,-0.0028507344,-0.23359255,-0.008577989,-0.13773468,0.013942892,-0.14032163
0.1086567,0.07251844,-0.17405374,-0.08609537,-0.10477021,-0.17785984,-0.08182126,-0.2609731
0.06347859,0.15845692,0.027942609,-0.18031271,-0.10155325,-0.05979803,-0.15255757,-0.011767375
-0.23481035,-0.29565006,0.20781842,0.24842414,0.420397,0.33286268,0.36702025,0.3286391
0.2617432,-0.27529132,0.1699516,0.13055366,-0.23231868,0.2670029,0.21563937,-0.18502136
0.39316317,0.32026604,-0.32961923,-0.071333215,-0.18148373,-0.2943075,-0.13792673,-0.19579172
-0.020231783,-0.020044819,-0.024155766,-0.030726302,0.03229362,-0.07169659,-0.026066247,-0.07624693
0.115513206,-0.1664592,0.019580953,0.14729095,-0.04345205,-0.096825056,0.04551589,0.22078322
0.4685737,0.35178524,-0.32043862,-0.3175193,-0.3315365,-0.40811658,-0.32243848,-0.3873579
0.066404246,0.14289623,-0.13240883,0.021210289,-0.10923345,-0.14326657,-0.1628191,-0.12492936
-0.07261267,0.10887855,0.057570066,-0.19069688,0.023627127,-0.079354696,-0.043123376,-0.24372447
-0.028874999,-0.11764686,-0.07168771,0.123476714,0.0014555651,-0.025333067,0.026749799,-0.057948146
0.5938464,0.6871333,-0.6098706,-0.5785857,-0.62167597,-0.54605097,-0.79976547,-0.65662706
-0.076018326,-0.11525909,-0.035302825,0.14405003,-0.02764061,0.1313103,0.0040655243,0.046734
0.16284569,0.15050879,-0.106896475,-0.15942854,-0.15436113,-0.122355565,-0.06950921,-0.06273485
0.0052433414,0.082614645,-0.0054320814,-0.076533236,-0.0042738235,-0.09885696,-0.07660086,-0.025553081
0.10564621,0.10498047,-0.057340965,-0.12537375,-0.22375035,-0.15245108,-0.20088121,-0.16509154
0.023890415,0.059818856,0.06997614,-0.06277205,0.06286707,0.015399014,0.035003476,-0.025359806
-0.06412708,-0.10591805,0.12964393,0.098543726,0.009711357,-0.0010744911,0.15322195,0.054614257
-0.020996569,-0.027490888,0.00067668385,0.11256817,0.18878977,0.12661357,0.15209009,0.05049585
0.0053709084,-0.004931555,0.02283317,-0.024960076,-0.018982857,0.005935643,-0.15826644,-0.15209188
0.1314033,0.052811436,-0.13187137,-0.08799146,-0.048094258,-0.094978906,0.014711874,-0.107160814
0.041639317,0.03124554,-0.051958043,0.0026834742,0.08971176,-0.042210985,0.014366817,0.06406891
0.24294327,0.4035032,-0.26982343,-0.30631194,-0.3254785,-0.25881475,-0.23815033,-0.17469038
0.010105335,-0.05951351,0.05814187,0.04329554,0.004220828,0.07450765,0.20165268,-0.12727608
0.17944689,0.07518709,-0.21550417,-0.06684914,-0.21891685,-0.15210193,-0.19786441,-0.29997712
0.1143211,0.04778683,-0.12403945,-0.19017011,-0.0958616,-0.07097101,-0.2118876,-0.26364595
0.22487113,0.15298462,-0.17582557,-0.15665194,-0.033209346,-0.17061159,-0.16179411,-0.25167638
-0.12929805,-0.091030255,0.08130274,0.022538263,0.07554768,0.096997105,0.014212838,0.05053855
0.019180356,0.15322018,-0.23588838,-0.14109483,-0.27520996,-0.22127157,-0.23945373,0.07488521
0.08448385,0.07814578,-0.112590775,-0.2202976,-0.042082597,-0.21785204,-0.34843954,-0.3031242
0.14629576,0.017285919,-0.16978425,-0.19589806,-0.20906325,-0.23240912,-0.21840842,-0.17956439
0.7767028,0.8112449,-0.8286072,-0.8333793,-0.8357307,-0.8485951,-0.78996414,-0.84760886
0.49049592,0.64436704,-0.48244894,-0.4961154,-0.4351668,-0.532355,-0.610035,-0.51090026
-0.61221945,-0.51872885,0.5662796,0.5123122,0.5516682,0.60716784,0.68675077,0.5347659
0.51134896,0.47202492,-0.53901076,-0.4688769,-0.49493605,-0.6252609,-0.69441557,-0.55515283
0.07417219,0.0405193,-0.07501051,-0.13895157,-0.06756267,-0.05919666,-0.046640087,0.019370107
-0.21829675,-0.13106292,0.13735603,0.18219328,0.15963921,0.2825604,0.18224151,0.28809875
0.010457028,-0.014902168,0.07158819,0.07494043,0.042117186,-0.013619769,-0.08490748,0.058596067
-0.07301443,-0.10222352,0.16933021,0.11389218,0.16249847,0.05678255,0.09832961,0.15327482
0.011403319,0.07392188,0.016952964,0.08362228,0.0126362005,-0.016131286,-0.07610787,-0.09489265
0.057404403,-0.009072682,-0.052795105,0.036371272,0.047221594,-0.08683451,-0.16706824,-0.03850251
-0.04809495,0.13200554,-0.021455571,-0.020135164,-0.0030645428,-0.008330943,-0.24,-0.16285685
-0.05093194,0.093171835,-0.091574274,0.16945171,0.12196866,-0.06798206,-0.0034047917,0.0075392327
0.1272409,0.21062666,-0.11674416,-0.20795283,-0.1836141,-0.11734179,-0.2113879,-0.21322007
0.09375796,0.17640252,-0.03552755,-0.022646163,-0.17764345,-0.18592319,-0.20264596,-0.14054294
0.07464322,0.032843802,-0.008337364,-0.027983883,-0.036770817,-0.014452208,-0.114181705,-0.08448639
-0.08016071,-0.07749663,-0.031851087,0.10130205,0.005937958,-0.13102932,0.10231436,-0.043342263
0.089879185,-0.043781653,-0.06824639,-0.1343927,-0.041237764,-0.03328495,-0.19472897,0.0007943198
0.012107793,-0.15099838,-0.013810595,0.039033655,-0.06360135,0.0850889,-0.06698045,-0.100171424
0.52054816,0.58017355,-0.57930523,-0.49977717,-0.5955829,-0.5793212,-0.74978614,-0.5006404
0.22077985,0.13051772,-0.24170032,-0.23055969,-0.19319464,-0.25656182,-0.31363013,-0.268351
0.41584083,0.28486577,-0.36383817,-0.22927263,-0.29300624,-0.239812,-0.3725242,-0.26256946
0.08379048,0.07308922,-0.07598201,-0.08848636,-0.037473723,-0.028412208,-0.14396633,-0.15858515
0.14236687,0.36424145,-0.2088582,-0.17531873,-0.2705109,-0.1606539,-0.32206666,-0.181853
0.49072495,0.5117924,-0.5719407,-0.28606316,-0.4907695,-0.39613372,-0.37311086,-0.43214804
0.26148117,0.22409822,-0.18594778,-0.25940722,-0.16452806,-0.24729697,-0.2535724,-0.18445662
0.10230494,-0.014502013,-0.04190395,-0.07738308,0.027289795,0.017040424,0.004614295,0.025620896
0.049773254,0.10728942,-0.07070129,-0.21813144,-0.19664875,-0.12255979,-0.20820239,-0.18790297
0.019668488,0.092591174,-0.06763529,-0.06449071,-0.15128084,-0.038454037,0.0073943012,-0.117518745
0.36111954,0.42488354,-0.28044182,-0.24915163,-0.38498428,-0.38962218,-0.44162223,-0.33678675
0.17825916,0.022764578,-0.19299838,-0.07548571,-0.10340002,-0.2185372,-0.25805795,-0.21141723
0.19670735,0.13693018,-0.17133965,-0.20872095,-0.10472291,-0.11533731,-0.16020755,-0.11238623
0.19053426,0.3428866,-0.22276837,-0.22941516,-0.26783484,-0.31527033,-0.12522687,-0.30910996
0.08378128,0.010757493,0.026250288,-0.003477017,-0.074018896,-0.20072335,-0.07115816,-0.051014107
0.029778436,0.06373044,0.080749616,-0.02471287,-0.07255645,-0.04851958,-0.09364575,0.019894153
0.23836581,0.239363,-0.20828633,-0.29742968,-0.2516982,-0.2690996,-0.27221915,-0.22546326
-0.07466344,-0.059514012,0.0070550246,-0.041075867,-0.026236948,-0.03637917,0.11559354,0.077587895
-0.23168321,-0.2838096,0.23479103,0.26573822,0.14799762,0.2698127,0.40749386,0.17989942
0.061966818,-0.014615137,0.0069772294,-0.06495019,0.0019118763,-0.08807839,-0.0156137645,-0.113016136
0.46813422,0.45601434,-0.416223,-0.3070565,-0.31771952,-0.40705505,-0.3371828,-0.3637625
0.21346214,0.23848023,-0.19949697,-0.24038956,-0.022916166,-0.15341613,-0.13528472,-0.21533446
0.0067211795,-0.016033236,0.020554176,0.098667935,-0.058442995,0.02101038,0.24917899,0.030471459
0.051878616,0.1237704,0.036737148,-0.048374258,0.014583401,-0.0039369413,-0.058603548,-0.030301776
0.3373455,0.31670335,-0.3020996,-0.42907265,-0.26255295,-0.35992306,-0.4146551,-0.3251871
0.23394227,0.41533563,-0.28200182,-0.34452677,-0.3646441,-0.32314596,-0.37005067,-0.29587826
-0.03722765,-0.0036798182,0.06982168,0.013048392,-0.01453766,0.053209785,-0.08748346,-0.006806225
0.0020896832,0.08377473,-0.10153521,0.0024679422,-0.12435904,-0.036697924,0.042085335,0.011472496
-0.01118833,0.12314098,-0.23159215,-0.18310472,-0.053073943,0.022667734,0.037309267,-0.10140565
0.17338979,0.3343096,-0.3060959,-0.2058835,-0.26964167,-0.21416433,-0.30164158,-0.31136513
0.07639204,0.11771785,-0.14800408,-0.1497518,-0.13831417,-0.10248934,-0.114407256,-0.17282362
0.36559105,0.38064522,-0.4187445,-0.39978886,-0.38405034,-0.47578672,-0.38009104,-0.55880266
0.05276391,-0.10415194,-0.050979625,-0.050572768,-0.00413209,-0.13833019,-0.077310994,-0.06157593
0.15622427,0.14527479,-0.10381882,-0.059470758,-0.061796326,0.013743708,-0.08024703,-0.14063178
-0.6940344,-0.957515,0.8816957,0.7323489,0.7782445,0.7722987,0.5844542,0.5110063
0.50378346,0.50320363,-0.54635316,-0.58335555,-0.6057167,-0.42874566,-0.7166025,-0.640571
0.19825551,0.15909371,-0.15630008,-0.23946972,-0.11439228,-0.052929472,-0.22712304,-0.181213
0.12591988,0.38772032,-0.24314955,-0.30488133,-0.17628916,-0.18672155,-0.25724262,-0.20644824
0.5861487,0.5418624,-0.6086242,-0.5573987,-0.6246406,-0.7746605,-0.912589,-0.7338608
0.3517443,0.40472507,-0.3989286,-0.38296875,-0.40334728,-0.36859128,-0.36565977,-0.4996012
0.11104847,0.15183552,0.002667459,-0.19432972,-0.19079381,-0.0058463914,-0.14216067,-0.17205149
0.068386115,0.022253452,-0.09761051,-0.022877635,0.15985027,0.021046506,-0.03338238,-0.075321674
0.20325929,0.1513884,-0.12294747,-0.120677054,-0.24493703,-0.32083562,-0.19290389,-0.17473163
0.2506798,0.20155402,-0.20308805,-0.22007391,-0.12290601,-0.19116466,-0.18939649,-0.17545967
-0.018706184,0.27301243,-0.021331947,-0.20966487,-0.20996253,-0.103128694,0.0022816872,-0.03233526
0.007462432,-0.013014032,0.0574883,-0.008950324,-0.04387198,-0.05588227,0.028164372,-0.061744936
0.13601874,0.25387084,-0.14992474,-0.11530899,-0.22092368,-0.25837618,-0.2889655,-0.13860215
0.11685602,0.11133097,-0.07697277,-0.0850398,-0.025759943,-0.051677223,-0.073419005,-0.13571069
-0.2512601,-0.16770104,0.2276478,0.25707948,0.2772752,0.17452285,0.096614875,0.31847882
-1.0597553,-0.9265303,0.74245965,0.83970577,0.5814793,0.56294036,0.6160147,0.7622752
0.13107659,0.15416181,-0.1857698,-0.20247394,-0.15539527,-0.17814897,-0.21738838,-0.16944797
0.019035058,0.00032202166,-0.04250824,-0.06688506,-0.05893686,-0.06673577,-0.10582738,-0.109304994
0.2226576,0.14347072,-0.09400837,-0.07041351,-0.19792825,-0.10525548,-0.32532018,-0.20212518
0.059123702,0.12393882,-0.08872477,-0.12259495,-0.008820246,-0.06246826,-0.065961614,-0.08477358
0.31375024,0.43270695,-0.30897427,-0.3319609,-0.31141594,-0.29900938,-0.36956337,-0.43353555
0.009388426,0.108056925,-0.048627533,-0.18808122,-0.010621866,0.013343101,-0.17602108,-0.1683971
0.5264391,0.4744221,-0.41984284,-0.44373384,-0.39883658,-0.45125958,-0.5106762,-0.48054987
0.055088297,0.18342929,-0.14763427,-0.21998659,-0.2566739,-0.06277071,-0.2129537,-0.16792989
0.15056208,0.26901144,-0.26247826,-0.042753786,-0.25302112,-0.29291347,-0.19379607,-0.17440517
-0.10758049,-0.16466145,0.06397376,0.045819797,0.21315345,0.1885173,0.20903932,0.11846328
0.21198131,0.068981774,-0.060122754,-0.06802479,-0.1259686,-0.043990657,-0.13160619,-0.12669946
-0.10543633,-0.062525064,0.03546052,0.05706393,0.09006367,0.027748693,0.14409067,0.04131308
-0.26686203,0.4135281,0.21799853,0.16122696,0.25327274,-0.29726222,-0.5151555,0.24374092
-0.028450996,0.008243586,-0.041158188,0.015049612,-0.15649402,-0.092994794,-0.0646289,-0.19008298
0.035726856,0.065828286,-0.09144968,-0.09888039,-0.0498733,-0.03133479,-0.065236144,-0.18445402
0.2853495,0.5158535,-0.566057,-0.5266695,-0.52427363,-0.37666044,-0.8344543,-0.55430615
-0.2761118,-0.24809396,0.32586595,0.27718985,0.24155429,0.23948106,0.68852276,0.30824244
0.085018314,0.17803407,-0.17455095,-0.29296428,-0.075313404,-0.24635196,-0.3207436,-0.25756404
0.051601727,0.12695888,-0.075049356,-0.08153365,-0.05692129,-0.025539009,-0.021489583,-0.121771336
-0.014311163,-0.10139686,0.0034962222,-0.041302085,-0.029834896,0.034106784,0.13964252,0.076352194
0.06461577,0.12790564,0.057528865,0.17944005,0.055853494,0.040242914,-0.11204053,-0.031445827
-0.2646607,-0.40563366,0.35491097,0.45721877,0.354885,0.5033716,0.21880439,0.4411049
0.20364675,0.26650488,-0.26802197,-0.26113805,-0.4779679,-0.21861987,-0.3503718,-0.2477545
0.23556103,0.15625295,-0.25721058,-0.20769763,-0.25707376,-0.21154584,-0.30488473,-0.2145408
0.20966996,0.38101524,-0.28674263,-0.3057848,-0.17000936,-0.41741377,-0.38828146,-0.32207066
-0.18331401,-0.062306546,0.17530143,0.13268818,0.21024218,0.031440563,0.018844452,0.058987103
0.6083902,0.6200462,-0.6097332,-0.71143883,-0.7318575,-0.60951775,-0.9593902,-0.6856347
0.09229226,0.036576133,-0.06378517,-0.27150622,-0.071384765,-0.33514974,-0.13691503,-0.2677564
0.24730638,0.28219715,-0.2495943,-0.22074473,-0.29650766,-0.2842509,-0.19058026,-0.20986697
0.1275163,0.038181152,-0.27498278,-0.010476476,-0.25343102,-0.127094,-0.074298404,-0.17817378
0.11824856,0.17104551,-0.10578554,0.026752284,-0.11559416,-0.016646985,-0.14303733,-0.19056027
0.25568172,0.17328168,-0.19846249,-0.12676616,-0.35653472,-0.25951877,-0.291386,-0.34416336
-0.11139184,-0.007957353,0.084423065,0.23372875,0.13230236,0.13645405,0.116973124,-0.037791803
0.05911411,-0.012143327,-0.029536182,-0.13849477,-0.06298262,-0.092519216,-0.033229597,-0.13319845
0.019268865,0.044688202,0.050738428,0.0026144877,0.14413272,0.10134655,0.045135725,0.08457552
0.2580846,0.16393395,-0.24719088,-0.18915728,-0.1447395,-0.21213439,-0.22928578,-0.22263159
0.18720612,0.22593385,-0.23943128,-0.2581213,-0.2583145,-0.18907842,-0.115414634,-0.0755088
0.052242126,0.10739507,-0.068886235,0.06562282,0.009248506,-0.17066309,-0.14090192,-0.018872673
-0.15630727,-0.04847887,0.14227754,0.050196987,0.10066305,0.083964586,0.022617817,0.18707313
-0.14553122,0.0049934606,0.095795006,-0.06253078,-0.026621398,-0.0002682259,0.022067957,-0.036784925
0.010841755,0.05410812,0.019148666,0.06341127,-0.13149886,-0.026558476,-0.046100225,-0.0371074
0.337131,0.37258977,-0.22376382,-0.24669331,-0.34734398,-0.34761155,-0.5818199,-0.2603471
0.09355094,0.12183417,0.03164056,-0.009893028,-0.09662461,0.024978818,-0.0713642,0.03809453
-0.1389692,-0.069605276,-0.066845715,0.0626316,0.0023952203,0.05796686,0.07902453,0.017087039
0.039781224,0.045216583,-0.07534278,0.038057733,-0.08481729,0.047079396,-0.030821295,0.009877405
0.42558372,0.19865808,-0.18544263,-0.15750544,-0.4238346,-0.45416754,-0.29725382,-0.28885716
0.058661688,-0.028901147,0.095887914,0.11694611,-0.15075389,0.045729183,-0.0887525,-0.058455266
0.0017914015,0.078647815,0.050407376,0.06689901,0.083094336,-0.071783565,0.118341304,0.04826784
0.16173024,0.07703782,-0.115435116,-0.07050909,-0.047605217,-0.15064225,-0.16810818,-0.123142324
-0.07855754,0.1916714,0.0383425,0.021851199,0.018699208,-0.001575445,-0.08052254,-0.071570635
0.10808493,0.09794922,-0.11059996,-0.21469104,-0.05586415,-0.06405703,-0.096814655,-0.14176248
0.14294788,0.059426196,-0.15370432,-0.15083058,-0.077317834,0.043849144,-0.19287117,-0.06876276
0.07037105,0.04852067,0.056180876,-0.09473914,-0.08266482,-0.04686072,-0.11604804,-0.040215198
0.19055995,0.25738007,-0.18557629,-0.25758284,-0.211198,-0.18534653,-0.539046,-0.3347423
0.060303986,0.1330951,-0.12884201,-0.15879075,-0.15459172,-0.105142236,-0.13029261,-0.19157489
0.06155886,0.050435655,-0.15435709,-0.060383413,-0.057611182,-0.102534026,-0.023311017,0.012665133
0.06866057,0.27193406,-0.36993635,-0.095096186,-0.25694886,-0.08727555,-0.23797747,-0.17588368
0.051846173,0.1218436,-0.14195026,-0.1326735,-0.13492337,-0.11822713,-0.097799845,-0.11345995
0.056435492,0.09973693,0.0025739968,-0.055034544,-0.069185965,-0.0062379134,-0.061348602,-0.040948167
0.11383214,0.18643689,-0.19896212,-0.15242147,-0.18186721,-0.001178913,0.011312672,-0.20504762
0.29260382,0.42222616,-0.31689027,-0.41788283,-0.30442053,-0.41634232,-0.3514967,-0.35765702
0.24385814,0.19393988,-0.17469776,-0.1919741,-0.17457032,-0.036488153,-0.31590015,-0.26059896
0.15856795,0.12308625,-0.11016295,-0.1724671,-0.19558787,-0.15333323,-0.054180518,-0.13503441
0.100503944,0.3327868,-0.112183034,-0.22338977,-0.15546408,-0.16135275,-0.22203964,-0.14046755
-0.09827623,0.0104254,-0.122281566,0.015334405,-0.19544089,-0.056957815,0.015939448,-0.11723246
0.24182469,0.091603644,-0.08934886,-0.26134354,-0.2301753,-0.17336753,-0.3594509,-0.1855323
0.059323154,0.046855405,-0.18009849,-0.11125524,0.053727955,0.0030878307,-0.17217945,-0.12855963
-0.22377165,-0.21991746,0.2707066,0.16443817,0.29766685,0.18401912,0.12068949,0.20740776
-0.10876901,0.025969058,-0.08623044,-0.046835735,0.16111918,-0.09466566,0.0697352,-0.08213024
0.6020123,0.4511976,-0.61237705,-0.5010887,-0.7728417,-0.6826009,-0.7594116,-0.6391002
0.21455479,0.22731787,-0.20224687,-0.20151173,-0.13613792,-0.14874703,-0.21640714,-0.13932744
0.02603134,0.08242207,-0.13304429,0.04327899,0.021773797,-0.10613621,-0.12082631,-0.019198902
0.07226431,0.15485515,-0.1480704,-0.18679807,-0.17772132,-0.18450242,-0.06271881,-0.09689942
0.14964683,-0.10346124,-0.12423288,-0.017203055,-0.085477255,-0.13179201,-0.052765857,-0.1285671
-0.054144792,-0.035305966,-0.16787173,0.04633203,0.016047416,-0.071721144,-0.07895883,-0.1899436
-0.04754162,-0.0970374,-0.009953202,-0.013056821,-0.07040562,-0.09624056,0.051620226,0.0589628
0.29900673,0.313274,-0.33614075,-0.2996602,-0.32549185,-0.3055782,-0.4901788,-0.42009696
0.08329168,0.10069084,-0.12225566,-0.14237009,-0.046464734,-0.23661667,-0.23014665,-0.25294808
0.26657653,0.3249048,-0.2914403,-0.30339938,-0.40121186,-0.36860788,-0.5157272,-0.40498677
0.17589198,0.2724625,-0.227358,-0.1576515,-0.21101516,-0.2832874,-0.21376401,-0.18705942
-0.15332325,-0.08318323,0.036412194,0.0041380627,0.07755643,0.105586745,0.104576945,0.11823818
0.13597874,0.16292791,-0.13735275,-0.12127781,-0.07816484,-0.14536436,-0.14171971,-0.090029106
0.011492063,0.053720333,-0.10005695,-0.10150529,-0.13620675,-0.114375904,-0.16831611,-0.075902015
0.22031957,0.10642635,-0.10418516,-0.20233625,-0.35940614,-0.1749223,-0.21462652,-0.26065257
-0.17552589,-0.29705986,0.27351132,0.16507295,0.26487958,0.18108366,0.13698196,0.23633258
0.1669024,0.31134617,-0.2942009,-0.24665461,-0.2362177,-0.21406765,-0.3582023,-0.327321
0.16221079,0.090487555,-0.16625129,-0.12411775,-0.1555061,-0.19404748,-0.20025192,-0.07460183
-0.09308634,0.045809597,0.086146034,0.06787793,0.029722538,0.123762205,0.2822994,0.19770087
0.10316589,0.11741848,-0.1376363,-0.17954817,-0.1362159,-0.1445295,-0.22708604,-0.18279478
0.26477042,0.31539786,-0.29049522,-0.2555229,-0.33528146,-0.3534842,-0.44160047,-0.27230707
0.027254088,0.025793778,-0.009927162,0.12607734,-0.011685806,-0.01684354,-0.08263097,0.110036515
0.07581034,0.16366756,-0.14145039,-0.15266368,-0.017913867,0.018815517,-0.10552411,-0.11983664
0.1875528,0.26262486,-0.23683617,-0.27734575,-0.2935247,-0.29056126,-0.33455625,-0.257029
-0.103616476,-0.06581339,-0.114656195,0.02708591,-0.07020071,0.025741354,-0.05956309,0.109684914
-0.05541702,-0.20806833,0.101159446,0.039925884,0.16783331,0.15065576,0.09569221,-0.016045313
0.29701677,0.16294453,-0.22182696,-0.062995575,-0.37138915,-0.21861066,-0.19611514,-0.22180337
0.18792506,0.28332546,-0.19770536,-0.25590038,-0.21896659,-0.17445736,-0.14343847,-0.19389875
0.1890393,0.047674835,-0.10998475,-0.019412177,-0.19298951,0.06551198,-0.1559404,-0.02053684
0.032771345,0.0065665105,-0.1258457,-0.051796883,0.111273356,0.09540555,0.013703473,-0.085288785
0.38802359,0.21996473,-0.24628735,-0.40639836,-0.39610744,-0.45030496,-0.51163614,-0.3127035
0.3055039,0.17892902,-0.25354663,-0.12009215,-0.042088546,-0.34516513,-0.2894573,-0.09941014
-0.07007282,0.028392483,0.062903784,0.019587956,0.12001602,0.027069643,-0.00906216,0.120692976
0.06314434,0.09586931,-0.018583782,-0.09020634,-0.0556408,-0.16358344,-0.050652932,-0.111114934
0.12831219,0.104233004,0.034379344,-0.018894952,0.071649246,-0.07791391,-0.013451209,-0.08931385
0.06977417,0.10704257,-0.105112426,-0.0962067,-0.034094453,-0.082701966,-0.030377252,-0.11131805
0.25181645,0.18412071,-0.083161496,-0.29921818,-0.16918187,-0.10940749,-0.34807855,-0.16421035
0.1064151,0.020838976,-0.0734882,-0.02312219,0.006997882,-0.17819507,0.015046166,-0.108781576
0.4931692,0.52614814,-0.4868317,-0.49606353,-0.4834898,-0.64734614,-0.66097295,-0.5005853
-0.24604444,-0.26061207,0.14277084,0.2620467,0.19170845,0.22478741,0.32473403,0.31354567
0.11612492,0.16524148,-0.009620972,-0.17921789,-0.056842964,-0.071010605,-0.11983005,-0.05913379
-0.15113832,-0.18057185,0.28585532,0.30840975,0.31532827,0.26854673,0.23616716,0.18072668
0.3915721,0.40612018,-0.22854264,-0.2804323,-0.30573806,-0.35052398,-0.39758092,-0.31909183
0.20323153,0.23411645,-0.21498637,-0.2101544,-0.112160966,-0.11396226,-0.1223993,-0.1844441
0.49382865,0.65709263,-0.37423787,-0.4657423,-0.5311908,-0.3869422,-0.41334623,-0.7014944
0.07631761,-0.07307935,-0.013232448,0.03806138,0.024698444,-0.06521973,-0.013281371,-0.047597118
